task_id,task_description,priority,user_id,deadline,estimated_duration_hours,current_user_workload,task_category
6179,Authority exactly least under huge laugh other bit thought.,Medium,U017,2025-06-07,3,27,design
6180,Human own of partner institution price cause.,Low,U037,2025-05-26,4,16,bugfix
6181,Admit fish trade but only must much radio allow eight pay remember yes party.,Medium,U015,2025-05-22,12,18,devops
6182,Budget enjoy move teacher reduce third baby.,High,U024,2025-05-24,6,16,devops
6183,Or moment against office end agency hit down kitchen pick.,Medium,U007,2025-06-10,11,10,bugfix
6184,Student help Congress figure able.,Medium,U022,2025-05-26,5,25,design
6185,Significant large late home surface someone live.,Medium,U031,2025-06-18,8,18,documentation
6186,Newspaper toward father continue necessary.,Medium,U007,2025-06-18,4,18,design
6187,Size though so tough figure product let just back give.,Low,U028,2025-06-07,7,13,testing
6188,Card four hit feeling seven.,High,U031,2025-06-08,4,35,devops
6189,Learn before program court each modern.,Medium,U007,2025-06-05,2,31,development
6190,Material her whole serious information describe yet.,High,U012,2025-06-16,1,34,devops
6191,Thing himself so this under.,High,U020,2025-06-15,1,36,testing
6192,See fill hear art price spend practice.,High,U044,2025-06-11,9,10,testing
6193,Guess owner defense type culture probably tough doctor top.,High,U042,2025-06-02,5,22,documentation
6194,Have little total consumer gas understand tend.,High,U042,2025-06-05,5,12,design
6195,Affect trade wind bank before.,Medium,U033,2025-06-05,6,31,design
6196,Open house another happen project security.,Medium,U009,2025-05-25,7,10,bugfix
6197,Pm stand same event.,Medium,U043,2025-05-25,7,10,development
6198,Trade account information professional hope specific.,Low,U003,2025-06-05,1,10,testing
6199,Know color mind month in popular.,High,U002,2025-05-25,6,35,documentation
6200,May couple skin around senior yard simple.,High,U019,2025-05-22,9,14,devops
6201,Crime television area material by help pull consider increase newspaper idea give follow whatever.,Medium,U029,2025-06-11,5,15,documentation
6202,Value we similar.,Medium,U007,2025-05-22,11,24,development
6203,Medical role himself your according character.,High,U035,2025-06-13,3,40,testing
6204,Structure third offer east key industry strategy.,High,U028,2025-06-03,12,32,development
6205,Fish find watch school possible property arrive some thus ability.,Medium,U022,2025-06-10,6,10,research
6206,Police strategy yes draw dinner probably statement door direction.,High,U017,2025-06-16,7,33,bugfix
6207,Party above goal policy cultural before occur stay.,Low,U029,2025-06-12,4,20,testing
6208,Describe entire after bed increase sit couple wind different over drive task organization wind.,Medium,U040,2025-06-17,9,21,development
6209,Serve thousand blood ask art yourself account figure office number.,High,U029,2025-06-01,8,14,design
6210,Record let expect event.,Medium,U026,2025-06-11,12,14,devops
6211,Director condition certainly number image ahead book lay.,Medium,U019,2025-06-19,8,40,research
6212,Issue less modern quite drive cost tell those establish require no.,High,U032,2025-06-15,10,21,development
6213,Democrat travel test right way mission it main gun thing lay recent.,High,U016,2025-05-31,11,31,development
6214,Candidate along of house might over face three.,Medium,U012,2025-06-10,10,13,bugfix
6215,Discuss risk again politics land.,Low,U004,2025-06-03,4,6,documentation
6216,Would religious policy gas despite situation staff west.,Medium,U025,2025-06-04,7,38,bugfix
6217,Impact nation decision agree area road especially yeah ahead give federal real.,Medium,U026,2025-06-10,6,18,development
6218,Central well cell fund check.,Medium,U040,2025-05-28,5,26,testing
6219,Let pull fill a direction young owner inside none evening feel owner agreement.,Medium,U035,2025-06-10,12,21,documentation
6220,Evidence choice expect fly doctor control deep local finish.,High,U031,2025-05-30,6,33,devops
6221,Machine few husband than somebody yeah.,High,U011,2025-05-31,6,26,development
6222,Course owner game his.,Medium,U044,2025-05-30,2,32,design
6223,Cultural half different shoulder respond.,Medium,U008,2025-06-19,11,36,bugfix
6224,Represent character mother democratic top.,Medium,U034,2025-06-16,12,35,design
6225,Enough remember stay country parent stage source feel can sure beat.,Medium,U006,2025-06-01,2,6,documentation
6226,Conference us beyond central teacher stop.,Medium,U026,2025-06-05,6,30,bugfix
6227,Sort security theory accept reach research official.,Medium,U043,2025-06-15,6,28,design
6228,Focus child thus five final his.,High,U040,2025-06-17,11,19,bugfix
6229,She hospital doctor job get goal film nor blue lead almost doctor year.,Medium,U044,2025-06-08,6,23,design
6230,Choice sit business parent enjoy help news short know.,Low,U045,2025-06-18,10,39,research
6231,Idea door result environmental training rather enjoy eight past carry himself himself.,Low,U018,2025-06-07,5,9,testing
6232,Account around key almost ball red that work practice today boy nice someone treat.,Medium,U009,2025-05-24,5,31,bugfix
6233,Western although as suddenly pretty but however available.,Medium,U011,2025-05-23,11,20,devops
6234,Rise officer thing create idea machine machine stock nor area happy wear response technology where soldier.,High,U043,2025-06-12,4,28,testing
6235,Describe technology everyone short get protect owner.,Medium,U018,2025-05-29,9,6,documentation
6236,Tonight sea spend last them decision.,Medium,U033,2025-05-28,9,31,documentation
6237,Chance far gun must always consider seat population manager.,Medium,U045,2025-05-23,11,8,devops
6238,Do rule five break never safe indeed movie class large receive recently when.,Medium,U017,2025-06-04,10,8,development
6239,Manager result base attorney laugh of protect those own outside a home away inside.,Medium,U021,2025-06-13,2,39,design
6240,College hundred strong huge left mouth significant most.,Medium,U039,2025-06-05,11,18,bugfix
6241,Start affect third participant media coach exactly reduce camera many.,Medium,U030,2025-05-24,1,31,design
6242,Share plant itself here recent interview later administration work majority set event he.,Medium,U047,2025-05-29,4,23,development
6243,Win surface both dog report increase.,Medium,U005,2025-06-11,1,36,design
6244,Analysis affect food project none wind ok individual why state buy company imagine memory.,High,U005,2025-06-12,3,12,documentation
6245,Important reflect realize interesting arrive unit business win strong sign sister peace strong.,High,U001,2025-05-26,10,39,research
6246,Game control they top hard exactly improve force risk reason adult.,Low,U016,2025-06-14,12,19,development
6247,Their support course media yourself.,Low,U006,2025-05-25,11,37,research
6248,What quality pretty voice must art card career serve sort paper.,Low,U003,2025-06-07,12,10,testing
6249,Crime recently bank include pick morning affect.,High,U014,2025-06-07,7,27,development
6250,General them sort.,Medium,U041,2025-06-14,12,37,documentation
6251,Development reveal clearly professional loss laugh become.,Medium,U018,2025-06-08,12,36,bugfix
6252,Red now serious ago even fall.,Medium,U009,2025-06-19,5,28,development
6253,Blood success find activity development.,High,U006,2025-06-13,8,12,bugfix
6254,Language direction piece green professional know talk rather physical meet.,Medium,U029,2025-05-23,4,23,documentation
6255,Those heavy positive TV else television check war toward husband.,High,U012,2025-05-31,9,32,bugfix
6256,Offer teach general watch which issue million ground manager my least.,Low,U015,2025-06-12,5,15,research
6257,Price main way shake federal answer chair.,Low,U009,2025-06-16,9,21,research
6258,Occur actually citizen his stop only all modern mean question physical.,High,U049,2025-06-08,6,23,testing
6259,Respond investment place break it program religious notice science region future check above mean natural thank.,Medium,U001,2025-05-26,8,26,bugfix
6260,I dinner threat remember very PM sell.,Low,U015,2025-05-28,7,34,testing
6261,Draw day rest paper treatment behavior security task future.,High,U009,2025-05-30,6,17,testing
6262,Much not center clearly both hard clearly house glass politics help.,Medium,U008,2025-06-18,1,27,development
6263,Reveal network any full interview body.,High,U007,2025-06-04,5,15,testing
6264,White why human left commercial year page.,High,U030,2025-05-24,10,16,bugfix
6265,Rather form team information task.,Low,U045,2025-06-01,3,15,testing
6266,Participant one rise soldier price scene amount send surface letter boy ready.,Medium,U044,2025-06-03,4,33,research
6267,Responsibility life put rate both worry indeed section several.,Medium,U042,2025-06-03,9,24,testing
6268,Light student last make example either wonder finally base marriage.,High,U038,2025-06-20,7,35,development
6269,Those company person build answer represent value let hospital stage.,Medium,U004,2025-06-20,5,22,documentation
6270,Score near but break from.,High,U044,2025-06-17,7,20,research
6271,Marriage risk available half rate natural dream money.,High,U006,2025-06-02,3,9,devops
6272,Bill per improve company senior tonight agreement.,High,U005,2025-05-26,4,6,research
6273,Kitchen process difficult live.,Medium,U002,2025-05-30,4,14,testing
6274,Society difference in Republican beyond hospital house paper responsibility style wall note moment.,Medium,U050,2025-05-29,8,33,design
6275,Much child quality happen law marriage.,Medium,U001,2025-06-06,12,5,design
6276,Maybe plan force dinner drop every soon.,Medium,U002,2025-06-11,6,40,testing
6277,West old agreement people its front mission probably late represent.,Medium,U014,2025-05-31,4,7,testing
6278,Five world such miss attention consider market cause watch country agency election grow.,Low,U036,2025-06-03,6,6,research
6279,Choose rich easy such imagine interview again.,Medium,U003,2025-06-15,11,9,development
6280,Beat kitchen author people.,High,U024,2025-06-03,5,29,bugfix
6281,Real bring trip stock will serve media north sister enjoy.,Medium,U014,2025-05-26,2,17,devops
6282,Enter amount apply Congress southern cultural six wife inside.,Medium,U001,2025-06-03,8,5,devops
6283,Evidence bed maintain enjoy benefit huge sea let.,Medium,U049,2025-06-09,11,22,testing
6284,Head I begin thought could commercial story herself or drop model.,Medium,U013,2025-06-02,4,8,design
6285,Develop drug reveal actually board approach investment seat with.,Low,U005,2025-06-13,7,24,testing
6286,Successful reflect today technology need less people.,Low,U007,2025-06-02,12,9,documentation
6287,Window measure author same work.,Medium,U002,2025-06-04,10,34,development
6288,Little political dark media seven financial direction each cup down note southern.,Medium,U003,2025-06-06,12,34,research
6289,Discussion rich garden see decide door quality film.,Low,U038,2025-05-30,5,34,development
6290,Issue institution development hot great go ten.,Medium,U016,2025-05-27,8,24,research
6291,Data community theory their human group wall many war everybody campaign huge establish.,High,U041,2025-05-22,4,13,documentation
6292,Find reason operation half herself benefit federal suggest reduce choose thus commercial box.,Low,U045,2025-06-17,2,29,design
6293,Carry item wear religious available past positive federal doctor act piece.,Medium,U044,2025-06-14,3,34,documentation
